recoeff,recoeff_error,hodoeff,hodoeff_error
0.420889863697004,0.0066999833230305976,0.9837694637672298,0.003398394076475332
0.7817920246856579,0.012005620855207387,0.9679319859868132,0.016128026470562457
0.8111229194767396,0.01233550827881017,0.9537088791612842,0.010063202120674767
0.7515458002036758,0.008671262336391837,0.9707241649150181,0.010329077425338123
0.694861861160068,0.007381753058933953,0.9682386535022282,0.006420808782830827
0.7943624081675501,0.01050160588476354,0.9777082075155741,0.0057192920147484064
0.8328279835468287,0.015278171095948383,0.9427207908221419,0.029354531942947865
0.6810920069967656,0.008551057957961112,0.9875119583481756,0.004493284535736448
0.5465059126912708,0.005834467961074882,0.9753124212333065,0.006853011175791445
0.8758752657047191,0.024699021899773757,0.9577918707230354,0.01494409458464422
0.8841556703921376,0.028040095420385578,0.9614297583587873,0.015019607650895328
0.6994518125478355,0.00735488577417158,0.9740885325498335,0.0036803802641231466
0.7040417639356029,0.007523662464033888,0.9637215846370778,0.010588392184660393
0.5049738688789376,0.006461773790979985,0.9330549267007934,0.017378933085960908
0.5067849910853429,0.006675662880726798,0.9487068387367663,0.011269058817309741
0.7086317153233704,0.007875514877637123,0.9654415938719225,0.016113973109064893
0.3911519814446223,0.007120972457856615,0.9316089410706326,0.02685212899059685
0.398933924667352,0.008223590812998796,0.9775293644405965,0.0049810713211477665
0.7349431260098797,0.010064942535190623,0.9707613449929701,0.009176354487410455
0.7552352833578527,0.008962254514771083,0.975510037767966,0.010295448103436747
0.577278664365694,0.007992677215264872,0.9682950424276249,0.01490276607909078
0.5488739217163402,0.0058778100326448675,0.9802994937162891,0.004676260190974094
0.5607139668416875,0.0066125954887955455,0.8417867643074988,0.043130794684478585
0.7755274407058258,0.01340202694590417,0.985940180633437,0.004335266061044745
0.4723736691636412,0.008294339448746819,0.958260157770989,0.008279736051698773
0.3486306159043597,0.010403520985082541,0.9516757985765935,0.008097107707234567
0.6369082983175915,0.008301314323872535,0.9745553589193929,0.004849041024764486
0.7736826991287373,0.012869257057201058,0.9549209977282054,0.015227831746625432
0.5158406021173697,0.008088453639869183,0.9776169314732471,0.004794750189899573
0.8663092030029657,0.020461343190300792,0.9624352159648192,0.01654784639815578
0.8195031751313344,0.014505097254372006,0.9622436540375737,0.010649247772345107
0.8843089775365149,0.0389301064345675,0.9718358561554412,0.006261719733610702
0.43531782368548616,0.006101979201315277,0.9481696581606474,0.03164926848261804
0.45551696766936123,0.006837351891352964,0.9666622150865565,0.007099334780733182
