Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.05,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
"[4.20, 4.50)",4.35,4.490302033775849,1,0,1,0,0,0,0.8368867045937541,0.6496457204515977,0.0,6.83524537438702,1.5222239668896689
"[4.50, 4.80)",4.65,4.708818713210943,18,3,14,1,1,0,0.6530864970634208,0.6076020094278627,0.47483794966665727,92.54766276246656,19.65411463023989
"[4.80, 5.10)",4.949999999999999,4.989128105538368,56,5,60,11,4,1,0.6642107190135154,0.65530951193717,0.5254505482237742,318.7945820440709,63.897854555023564
"[5.10, 5.40)",5.25,5.222095367934647,80,13,93,16,9,1,0.6733514212939864,0.6315438809371388,0.5418595792810063,371.6292021777213,71.16476739579379
"[5.40, 5.70)",5.550000000000001,5.541452457190106,81,7,99,18,7,3,0.6875118494943412,0.6067969759796338,0.7623962754284137,600.9033865220251,108.4378854035543
"[5.70, 6.00)",5.85,5.836114726522058,63,11,64,6,4,1,0.6841891670428362,0.7102757884908096,0.5923388370135855,353.54923812534287,60.57955586764742
"[6.00, 6.30)",6.15,6.138624403019254,51,4,43,2,1,0,0.601448838813354,0.6296379364570146,0.5587224758193315,427.4703541507502,69.63618004393638
"[6.30, 6.60)",6.449999999999999,6.444141914969636,38,2,28,1,0,1,0.6432954425117965,0.5851924291213101,0.4987738476188417,421.69915916311317,65.43914841222117
"[6.60, 6.90)",6.75,6.736339103388224,12,0,15,1,0,0,0.6574135954462095,0.6573593207528518,0.0,120.9207778662228,17.950518228128157
"[6.90, 7.50)",7.2,7.1741656630024355,20,0,17,0,0,0,0.5504616045697668,0.6058996856107212,0.0,233.64398398713607,32.56740852696654
"[7.50, 8.80)",8.15,7.487491178063759,1,0,3,0,0,0,0.47706981792730946,0.460943062280428,0.0,15.570964763526954,2.079597076407315
"[8.80, 10.00)",9.4,9.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
